#Num,collapses/collapsed,reconstruction/irreparable,reconstruction/cost_impractical,reconstruction/cost,reconstruction/time_impractical,reconstruction/time-sequential,reconstruction/time-parallel,event_time/month,event_time/weekday?,event_time/hour
212,0.0,0.0,0.0,1408262.4223995486,0.0,1164.207073188182,215.61146468901842,12,1,15
213,0.0,0.0,0.0,835045.2071364905,0.0,787.7103670836589,130.0324515881392,6,1,6
214,0.0,0.0,0.0,1311976.9468934254,0.0,998.5758319987356,103.8762728784333,6,1,21
215,0.0,0.0,0.0,872727.8473500508,0.0,744.8794980776748,199.34648873399132,9,1,1
216,0.0,0.0,0.0,1080274.874653811,0.0,1024.99419592149,254.3887000994448,10,1,22
217,0.0,0.0,0.0,1506019.3107475615,0.0,1351.5083276172134,367.8972122190383,12,1,21
218,0.0,0.0,0.0,1156411.4830633549,0.0,887.4700052120342,146.4447871202345,2,0,22
219,0.0,0.0,0.0,1035661.7688691723,0.0,992.2875730670196,176.70826882688806,1,1,2
220,0.0,0.0,0.0,1372952.7184118852,0.0,1128.161947894897,159.58412231476413,9,1,5
221,0.0,0.0,0.0,920921.1375178797,0.0,906.3575553986518,205.0364216954415,1,1,0
222,0.0,0.0,0.0,1749735.6373533458,0.0,1281.796589677775,416.86535627246485,7,0,17
223,0.0,0.0,0.0,1672126.6006904696,0.0,1353.866771519062,284.51642481898034,6,1,6
224,0.0,0.0,0.0,1847027.7762510788,0.0,1183.5036936128586,138.80922426153398,1,1,0
225,0.0,0.0,0.0,848403.150311755,0.0,663.5645828025109,129.5104860178545,2,1,20
226,0.0,0.0,0.0,2255939.473605555,0.0,1878.0070685756446,316.8353111222966,12,0,11
227,0.0,0.0,0.0,1319219.3602994517,0.0,828.9376615290751,119.9961091389597,12,1,12
228,0.0,0.0,0.0,865391.4221101286,0.0,700.9035234805565,78.97490586923736,3,1,1
229,0.0,0.0,0.0,812216.1038239528,0.0,521.7484221596824,194.3937948747204,2,1,3
230,0.0,0.0,0.0,1237824.0904656278,0.0,1300.2249494922462,166.31722559478763,4,1,9
231,0.0,0.0,0.0,1547557.7774209967,0.0,1574.9921182584767,516.8253183023802,8,1,1
232,0.0,0.0,0.0,739736.9406924697,0.0,726.5239882101591,91.44491336604933,10,1,10
233,0.0,0.0,0.0,1270908.0961085348,0.0,1178.2453581040213,223.7657942456677,11,0,12
234,0.0,0.0,0.0,2802391.7826337963,0.0,1481.8784800614767,295.1225297940003,1,1,23
235,0.0,0.0,0.0,864572.9055352631,0.0,750.9661286629889,199.06786042214236,3,0,7
236,0.0,0.0,0.0,1219440.4417189597,0.0,889.1650532508736,148.6936052201981,7,1,19
237,0.0,0.0,0.0,941252.4546117758,0.0,844.0302603872063,100.31139594979184,8,0,9
238,0.0,0.0,0.0,1238361.5901475227,0.0,1146.3458051316802,169.82124363887903,10,1,18
239,0.0,0.0,0.0,1030003.8068089958,0.0,837.6720218742556,168.01936967781828,9,1,5
240,0.0,0.0,0.0,2769839.3718493194,0.0,1423.5783273624254,186.29677347615768,6,1,11
241,0.0,0.0,0.0,841120.8199823298,0.0,782.9887725132112,281.685588780859,4,1,13
242,0.0,0.0,0.0,1450884.2562243287,0.0,1300.130894561376,257.72638220814275,1,1,3
243,0.0,0.0,0.0,1247371.3861168032,0.0,922.2606896166938,189.2565967774772,1,1,14
244,0.0,0.0,0.0,1261352.3181933663,0.0,954.2326718530322,191.6171006613857,2,1,14
245,0.0,0.0,0.0,1291139.6348131006,0.0,998.1530188201002,210.0250235126661,9,1,21
246,0.0,0.0,0.0,1567789.197064605,0.0,1552.550493664219,204.11080029170583,8,1,5
247,0.0,0.0,0.0,1169890.5894685881,0.0,895.8671582732709,120.50522162273778,5,1,12
248,0.0,0.0,0.0,1060816.9580991762,0.0,976.6485828268038,195.94890870752727,11,1,10
249,0.0,0.0,0.0,1160970.582663519,0.0,864.8464631378719,116.79458689910902,12,1,21
250,0.0,0.0,0.0,1420151.0954195228,0.0,1001.5514435667392,230.31283049767504,11,0,23
251,0.0,0.0,0.0,1063491.6184663482,0.0,913.8864866880098,107.00170218129828,3,0,9
252,0.0,0.0,0.0,1062020.1550239173,0.0,867.7132151555057,206.18705510352507,9,0,19
253,0.0,0.0,0.0,1056952.4899226548,0.0,1010.4961628353528,180.3428328115681,10,1,11
254,0.0,0.0,0.0,1700218.6826116648,0.0,1480.56133376112,187.39293013610552,11,1,9
255,0.0,0.0,0.0,1135010.4338157035,0.0,820.5764014956915,112.98405049831709,4,1,8
256,0.0,0.0,0.0,1127981.436165205,0.0,770.4522818064927,145.5930347001115,3,1,14
257,0.0,0.0,0.0,1186076.4678460825,0.0,883.602294697009,130.39145324794293,7,1,5
258,0.0,0.0,0.0,1759182.1696833207,0.0,1319.9347195080497,200.68566758094994,10,1,22
259,0.0,0.0,0.0,806583.319415331,0.0,607.7639534787004,77.72242593122128,10,0,21
260,0.0,0.0,0.0,1298772.3749543068,0.0,973.2989285623282,144.2324170902708,8,1,10
261,0.0,0.0,0.0,1260753.4338293858,0.0,979.6425194406611,89.11292991256992,1,1,11
262,0.0,0.0,0.0,1180650.7778261572,0.0,831.9097537278233,95.26784347442324,8,1,2
263,0.0,0.0,0.0,1144574.911541147,0.0,925.5553665582772,138.10751203243714,11,0,19
264,0.0,0.0,0.0,1135946.2164550754,0.0,897.9478563312516,315.5965153314179,3,0,9
265,0.0,0.0,0.0,653589.9984402905,0.0,537.3914262061816,114.2551144713691,2,1,14
266,0.0,0.0,0.0,915141.0607686315,0.0,865.475044260392,195.30099158079682,9,0,16
267,0.0,0.0,0.0,1190256.7503892668,0.0,928.9093145062532,129.7269560964951,10,1,11
268,0.0,0.0,0.0,834392.514639338,0.0,878.6329480845482,222.57932354139896,9,1,1
269,0.0,0.0,0.0,1269442.85246271,0.0,916.5214274031102,242.99458425515243,2,1,0
270,0.0,0.0,0.0,772547.9874539577,0.0,726.9660125643925,98.0940316094806,12,1,12
271,0.0,0.0,0.0,1218851.8135936907,0.0,932.2082479484426,102.15397514434953,12,1,0
272,0.0,0.0,0.0,1793000.663419693,0.0,1547.1579427807346,221.08997919470312,9,0,21
273,0.0,0.0,0.0,1525299.6605737228,0.0,1398.1955736092627,246.52530514433215,2,1,11
274,0.0,0.0,0.0,1581546.281301573,0.0,1201.909093920623,162.40703882994745,9,1,2
275,0.0,0.0,0.0,1169984.3658003118,0.0,912.8855754373667,105.01644962973958,9,1,20
276,0.0,0.0,0.0,1240418.4083400778,0.0,900.215239941694,129.8245429159323,1,1,7
277,0.0,0.0,0.0,1953376.945376312,0.0,1516.150135120871,338.9176308688234,12,1,6
278,0.0,0.0,0.0,3596122.9897027886,0.0,957.9474865545129,118.73583604438359,5,1,3
279,0.0,0.0,0.0,948508.0692873233,0.0,833.3428288040876,89.51804479940122,8,1,22
280,0.0,0.0,0.0,2947142.095891519,0.0,784.6405939338939,168.8200371398387,11,0,15
281,0.0,0.0,0.0,1143511.6328075905,0.0,916.8091080935557,135.36112336597785,5,0,18
282,0.0,0.0,0.0,780674.924890526,0.0,523.1584516878244,110.00969609172171,1,1,19
283,0.0,0.0,0.0,997548.4809557679,0.0,799.2143299757564,210.38091629963276,4,1,8
284,0.0,0.0,0.0,1109811.0870927356,0.0,818.7829163355527,156.32718294893616,8,1,22
285,0.0,0.0,0.0,1421090.466345938,0.0,1210.62273067435,203.25525880602905,9,1,1
286,0.0,0.0,0.0,1919723.1205875045,0.0,1543.0413046652338,292.2899432651651,10,1,6
287,0.0,0.0,0.0,1206910.9008907168,0.0,1169.3592932224617,357.19390051048515,8,0,16
288,0.0,0.0,0.0,1723212.2902467577,0.0,1096.6914657041211,200.86092462233813,3,1,10
289,0.0,0.0,0.0,1556653.9429445625,0.0,1007.7525082274233,219.2050021118966,12,1,2
290,0.0,0.0,0.0,1061847.755303684,0.0,748.1064288198759,87.32667090827178,9,1,9
291,0.0,0.0,0.0,1936990.0419217339,0.0,1408.736000285889,185.72075158679547,7,0,16
292,0.0,0.0,0.0,1696002.401685657,0.0,1417.0628917973515,204.8644819235514,12,1,20
293,0.0,0.0,0.0,968755.737125323,0.0,700.4809496554176,99.55277401478705,5,0,23
294,0.0,0.0,0.0,891612.1684391255,0.0,670.4271527530865,78.68878247071568,10,1,18
295,0.0,0.0,0.0,1353957.8665917746,0.0,1085.63829429848,175.50654358524915,8,0,23
296,0.0,0.0,0.0,1066339.8666888743,0.0,1019.6216180120289,197.04889605712572,11,1,1
297,0.0,0.0,0.0,1543402.3940403042,0.0,1098.9166006706778,208.76738995570398,3,1,0
298,0.0,0.0,0.0,798358.8640737508,0.0,818.9838514012438,184.74274752101113,2,0,13
299,0.0,0.0,0.0,855768.2239935852,0.0,617.0520325653886,86.57689298424704,9,1,21
300,0.0,0.0,0.0,992002.7113448564,0.0,612.4390435428572,54.71261731186607,3,1,1
301,0.0,0.0,0.0,1159616.6882563203,0.0,1345.476736083025,328.689550181517,3,1,6
302,0.0,0.0,0.0,760179.9776843567,0.0,857.3200660127354,111.70434351880624,8,0,11
303,0.0,0.0,0.0,1254118.7936292286,0.0,743.3044591171983,166.96260736094817,5,0,17
304,0.0,0.0,0.0,3610228.905778897,0.0,1277.297445787633,290.75905565714925,5,1,21
305,0.0,0.0,0.0,1327137.468202343,0.0,937.3804146914372,121.27937961572883,10,0,23
306,0.0,0.0,0.0,1288930.1908359658,0.0,1190.84305552365,304.24672424520014,1,1,8
307,0.0,0.0,0.0,951952.8842375989,0.0,733.1632630080435,127.19032977020676,7,1,23
308,0.0,0.0,0.0,1094337.150993946,0.0,878.8197956563425,120.41719017587832,1,1,12
309,0.0,0.0,0.0,1335470.6171443982,0.0,1078.9489497706352,99.72666299287646,8,0,3
310,0.0,0.0,0.0,557121.2253756479,0.0,412.74119055441975,62.48028639752524,7,1,15
311,0.0,0.0,0.0,2666647.6617045496,0.0,1998.219349117108,429.4007627027085,2,1,14
312,0.0,0.0,0.0,685979.8105164203,0.0,658.9565068214563,171.4881318849391,8,0,22
313,0.0,0.0,0.0,933907.8394300363,0.0,989.6665052449264,97.11616623896172,11,1,10
314,0.0,0.0,0.0,1036864.9819170285,0.0,865.9944095367879,133.53199013332713,2,0,21
315,0.0,0.0,0.0,1499054.5614175256,0.0,1413.9012713146035,265.06240324033206,7,1,9
316,0.0,0.0,0.0,1255183.3255952094,0.0,1124.8478234485142,204.6218892701471,11,0,18
317,0.0,0.0,0.0,1025571.2850561567,0.0,818.4055175263854,143.6980748826649,8,1,0
318,0.0,0.0,0.0,1854782.1145510692,0.0,1241.761298760775,362.17800636421737,1,1,13
319,0.0,0.0,0.0,672288.2132626327,0.0,513.7877864998691,51.5987676697232,6,0,14
320,0.0,0.0,0.0,727352.6923228292,0.0,696.9325497045546,142.61713690609557,10,1,5
321,0.0,0.0,0.0,2031645.4640835393,0.0,1733.3033119590941,294.9257156049296,5,1,13
322,0.0,0.0,0.0,860091.9220050622,0.0,660.6387128616396,91.18330413366714,9,1,23
323,0.0,0.0,0.0,1479921.3080934312,0.0,1250.686851849974,225.2878309624266,8,1,21
324,0.0,0.0,0.0,1128146.3348719652,0.0,1100.261681180541,137.39684081304154,11,0,15
325,0.0,0.0,0.0,920128.0085043194,0.0,590.9563157949821,166.58186601033316,9,1,17
326,0.0,0.0,0.0,1520432.1598863986,0.0,1237.4598205943128,143.18010894465434,6,1,22
327,0.0,0.0,0.0,1300512.696637724,0.0,1212.157814701171,234.52914597109816,1,0,0
328,0.0,0.0,0.0,1169236.2843293585,0.0,742.0133472950679,156.40785629783534,5,1,8
329,0.0,0.0,0.0,1494753.2093309031,0.0,1054.357392334828,176.60483330053995,8,1,9
330,0.0,0.0,0.0,1432669.2624299065,0.0,954.1115940308355,198.0461509861517,4,1,15
331,0.0,0.0,0.0,1045577.6439842969,0.0,713.1066314026983,99.47013513869676,4,1,14
332,0.0,0.0,0.0,1701828.6073127906,0.0,1228.175253407652,156.30140274988167,10,1,8
333,0.0,0.0,0.0,926155.4873231808,0.0,766.7093009070985,163.1805792706381,8,1,0
334,0.0,0.0,0.0,4043594.9862176646,0.0,2072.5172982416348,400.0957286495809,1,1,19
335,0.0,0.0,0.0,956274.870968461,0.0,665.9097141974304,134.5002763441816,4,0,22
336,0.0,0.0,0.0,906106.0755504144,0.0,813.5896014899897,139.6027839565636,7,0,8
337,0.0,0.0,0.0,1197388.003263419,0.0,1085.4876850356363,201.09549471161907,9,1,9
338,0.0,0.0,0.0,948093.3623336426,0.0,833.523530887359,125.30618224475602,8,1,22
339,0.0,0.0,0.0,1225709.3677834962,0.0,984.4236995034837,220.66192024062153,12,1,9
340,0.0,0.0,0.0,1423457.5871816457,0.0,1079.891252110408,410.4234711633112,1,0,16
341,0.0,0.0,0.0,1347135.3758684453,0.0,1227.5001161677656,162.11862853543929,5,1,4
342,0.0,0.0,0.0,2169486.3132170546,0.0,1788.050052034684,222.19948527717187,6,0,15
343,0.0,0.0,0.0,1007239.159215357,0.0,833.6973390154213,92.13598076388625,8,1,19
344,0.0,0.0,0.0,1494647.255976859,0.0,954.2730070006637,132.07604937184132,8,1,4
345,0.0,0.0,0.0,1422019.705600198,0.0,1208.365834001318,230.2740109741825,9,1,10
346,0.0,0.0,0.0,2145950.60030809,0.0,1567.8536264315012,269.5026594318214,2,0,17
347,0.0,0.0,0.0,1062960.8275353943,0.0,930.0043481410969,174.49137834551215,3,0,21
348,0.0,0.0,0.0,1311085.353945442,0.0,1137.3995433467867,162.612419976021,5,0,16
349,0.0,0.0,0.0,1028472.2827617741,0.0,841.0486679852447,151.79385243073168,5,1,7
350,0.0,0.0,0.0,1371159.2332286802,0.0,1165.971510236208,238.04160623580228,7,1,9
351,0.0,0.0,0.0,963596.4928342536,0.0,959.2175614051134,148.76968289251306,9,0,12
352,0.0,0.0,0.0,1231382.4110959403,0.0,839.5212757224215,181.65499160002105,4,1,10
353,0.0,0.0,0.0,1035946.7983017284,0.0,862.3689317379699,135.53367278789855,5,0,13
354,0.0,0.0,0.0,612329.3998900282,0.0,539.5184772707285,86.446102708254,8,1,17
355,0.0,0.0,0.0,1064112.3635829594,0.0,910.9678645963459,191.45053274636035,5,1,3
356,0.0,0.0,0.0,1198330.1735844994,0.0,1221.892934095446,202.387334839322,5,1,15
357,0.0,0.0,0.0,608371.182386047,0.0,546.8047804528716,97.5099763757623,12,1,17
358,0.0,0.0,0.0,893788.6303919752,0.0,769.9334346894748,77.13366592730326,8,1,4
359,0.0,0.0,0.0,1300056.8072013531,0.0,1061.5225326252298,127.80792957905643,6,1,2
360,0.0,0.0,0.0,748609.9961710495,0.0,953.1055054089366,378.4951756115935,12,0,7
361,0.0,0.0,0.0,1209438.0486060982,0.0,1253.4614147957402,454.8968703230119,3,1,11
362,0.0,0.0,0.0,1123804.4114290292,0.0,1021.0611511501513,182.6358750433384,8,0,0
363,0.0,0.0,0.0,1046191.5964033216,0.0,942.5720158265012,175.11143445865494,9,1,16
364,0.0,0.0,0.0,774170.6761160301,0.0,632.4808014591559,158.0751065713098,3,0,4
365,0.0,0.0,0.0,1375183.5787879063,0.0,1172.1693621212005,303.8213693501124,1,1,7
366,0.0,0.0,0.0,1352553.7778855995,0.0,937.3846410834545,133.6945007114546,12,1,20
367,0.0,0.0,0.0,706570.3879743688,0.0,666.7123841018071,93.17741711984243,6,1,9
368,0.0,0.0,0.0,1008382.1730979797,0.0,809.7003422515565,194.631399939087,12,1,9
369,0.0,0.0,0.0,1190074.8081492474,0.0,1106.2405682539943,205.94283429761623,12,1,4
370,0.0,0.0,0.0,739471.5923271724,0.0,705.0299202277583,106.09390452639512,6,1,3
371,0.0,0.0,0.0,717716.6023178359,0.0,568.566027217731,85.15550400777472,4,1,19
372,0.0,0.0,0.0,766747.0030898596,0.0,637.0610437393387,70.8087662205871,12,1,6
373,0.0,0.0,0.0,1451485.1214402583,0.0,1320.00754912088,218.81204954392402,1,1,17
374,0.0,0.0,0.0,1560522.7484192455,0.0,1452.5537465837128,214.50905047849375,9,0,2
375,0.0,0.0,0.0,1252161.075414756,0.0,650.2133515862967,63.74205020496875,1,1,2
376,0.0,0.0,0.0,1069300.6015059242,0.0,1017.0335953569117,220.1365290794615,6,1,0
377,0.0,0.0,0.0,900658.5375846294,0.0,827.8596929923681,160.73999153492792,7,1,11
378,0.0,0.0,0.0,1529154.3448809083,0.0,1409.1499953645157,282.3077564041414,2,1,3
379,0.0,0.0,0.0,718591.1013916881,0.0,646.6649898206168,79.34332384479696,3,1,15
380,0.0,0.0,0.0,1375610.9090099647,0.0,1212.9681855662047,282.518766657479,7,1,5
381,0.0,0.0,0.0,1287242.2235861183,0.0,965.1933507556541,157.65510391650432,3,1,14
382,0.0,0.0,0.0,1848478.2286302599,0.0,1349.623966591815,229.86045084785638,1,1,0
383,0.0,0.0,0.0,875310.047367896,0.0,755.6456990386337,128.5899199867594,11,1,21
384,0.0,0.0,0.0,488168.1176540118,0.0,466.16959319310143,78.14922986379736,2,1,23
385,0.0,0.0,0.0,955426.3783009291,0.0,648.2453224725364,107.41016147461572,5,0,8
386,0.0,0.0,0.0,1079689.0746539878,0.0,679.8513222139741,99.3572868162463,5,1,8
387,0.0,0.0,0.0,1006191.7776522227,0.0,847.9139016469087,127.52366080126896,11,1,15
388,0.0,0.0,0.0,1536324.005107753,0.0,1121.298751460969,118.9143996713933,2,1,10
389,0.0,0.0,0.0,2168579.061663212,0.0,1569.2511247902953,286.3884086412711,1,0,5
390,0.0,0.0,0.0,803411.7064415619,0.0,730.9834478042031,126.93614691692201,2,1,15
391,0.0,0.0,0.0,1711749.0058723043,0.0,1474.1875773956392,401.21024297091617,3,1,1
392,0.0,0.0,0.0,798974.5472318672,0.0,633.7414578425537,69.57631834609866,9,1,22
393,0.0,0.0,0.0,1681442.808199348,0.0,1152.0188963614632,214.90594673014363,10,1,12
394,0.0,0.0,0.0,2681007.3684576396,0.0,1198.5136665732346,173.3409996726112,11,1,8
395,0.0,0.0,0.0,1969224.9504138718,0.0,1189.1917324904284,148.68216929195785,2,1,3
396,0.0,0.0,0.0,991017.780250812,0.0,754.8013741308118,180.31670853861766,6,1,6
397,0.0,0.0,0.0,2072568.9679128772,0.0,1983.160698466596,233.63442636088345,1,1,11
398,0.0,0.0,0.0,775521.3961726705,0.0,1136.361435834618,700.5253459949924,4,1,17
399,0.0,0.0,0.0,1006485.4085854192,0.0,1112.1290969757054,206.4528309536427,1,1,5
400,0.0,0.0,0.0,1425770.9879273712,0.0,1099.2064910899367,269.71875225179946,9,1,6
401,0.0,0.0,0.0,868719.5452972027,0.0,680.249748248714,143.64382265943806,5,1,4
402,0.0,0.0,0.0,1308898.4429183193,0.0,1305.7635934703794,369.5853833217001,6,1,22
403,0.0,0.0,0.0,1160405.4089123523,0.0,751.0741384910905,107.6171434833149,3,1,20
404,0.0,0.0,0.0,800946.6670737655,0.0,783.6697608245581,119.85692068439741,4,0,18
405,0.0,0.0,0.0,1391082.204303745,0.0,1463.2262211695656,212.10795387889831,3,1,7
406,0.0,0.0,0.0,1587665.159586466,0.0,1265.6769293532623,498.6333149643823,1,1,11
407,0.0,0.0,0.0,1220870.8172098156,0.0,741.3516757752238,96.67256104142413,6,1,10
408,0.0,0.0,0.0,1344998.7485609066,0.0,1087.175997554626,147.74660090283112,6,1,5
409,0.0,0.0,0.0,1112622.6817799627,0.0,944.7963126923853,239.6404004396088,12,1,12
410,0.0,0.0,0.0,848873.7985998313,0.0,786.7311552210035,237.12751791352315,1,0,8
411,0.0,0.0,0.0,1571297.8056021514,0.0,1139.4582391109823,193.43020122340047,2,1,14
412,0.0,0.0,0.0,1450580.7028264788,0.0,1083.0445825090567,182.52367222314396,9,1,5
413,0.0,0.0,0.0,777475.8618902394,0.0,673.0633992609603,103.56763790060992,6,1,19
414,0.0,0.0,0.0,1204039.1051329793,0.0,967.2562709040716,183.55443606973438,7,1,13
415,0.0,0.0,0.0,1691475.355990113,0.0,1338.5424305260403,250.6583203348173,1,1,2
416,0.0,0.0,0.0,1354582.0878520713,0.0,987.6846339913525,267.1006253015662,3,0,12
417,0.0,0.0,0.0,1065838.8228823969,0.0,858.0853182906014,198.3671510709332,6,1,23
418,0.0,0.0,0.0,1469688.3338352046,0.0,1291.1453345575105,330.8367734373409,12,1,0
419,0.0,0.0,0.0,1276600.4585812504,0.0,967.0925570810809,83.10114641549531,9,0,5
420,0.0,0.0,0.0,2241022.5331532517,0.0,1294.2459898423385,380.4760138876765,7,0,7
421,0.0,0.0,0.0,1875083.6969299756,0.0,1574.8356414556986,271.91494177513846,2,1,11
422,0.0,0.0,0.0,1091475.0382521297,0.0,865.8267381166322,224.3065468567606,11,0,21
423,0.0,0.0,0.0,893788.8715836243,0.0,729.5307899783998,89.27912284011506,11,0,1
424,0.0,0.0,0.0,1162930.2373050516,0.0,589.4845266321754,78.11211823722857,4,0,2
425,0.0,0.0,0.0,1719160.1890480905,0.0,1308.708251460174,176.44268061873052,11,1,22
426,0.0,0.0,0.0,1454164.0267661787,0.0,1334.943410074259,312.5706831108045,5,1,15
427,0.0,0.0,0.0,1233801.9578684685,0.0,1056.8453148039623,129.9919123003048,9,1,17
428,0.0,0.0,0.0,1003629.9753495834,0.0,1022.132777089431,209.02540863063518,1,1,21
429,0.0,0.0,0.0,1173221.5056388178,0.0,976.3313789331378,122.90576910620477,5,1,13
430,0.0,0.0,0.0,1189695.4752761167,0.0,1103.2307500265028,220.96100524613212,10,0,6
431,0.0,0.0,0.0,1027134.0988403365,0.0,1121.2105419236764,367.6235618096045,6,1,16
432,0.0,0.0,0.0,867554.8693182555,0.0,850.704709091979,159.55658897640583,6,1,16
433,0.0,0.0,0.0,624949.098466329,0.0,495.2971038266592,63.93246015528794,2,1,5
434,0.0,0.0,0.0,1735285.359685494,0.0,1196.0770042056586,228.29484380417298,4,1,19
435,0.0,0.0,0.0,1533613.0761870258,0.0,1368.540242488913,187.82533892993195,5,1,22
436,0.0,0.0,0.0,947206.3571517514,0.0,769.3960637797315,98.76184342404306,3,1,17
437,0.0,0.0,0.0,1598597.6078522587,0.0,1307.5179743399904,179.645454090716,7,1,19
438,0.0,0.0,0.0,1645744.9551881517,0.0,1285.9306411313105,138.36243855743263,12,1,21
439,0.0,0.0,0.0,1654866.5322177424,0.0,1633.9253950480836,369.6144351562981,10,1,10
440,0.0,0.0,0.0,880412.561030567,0.0,685.4246471050031,95.32783506780166,10,1,20
441,0.0,0.0,0.0,946694.0101642055,0.0,842.0710122691592,164.72333239965954,8,1,21
442,0.0,0.0,0.0,912522.3521019117,0.0,795.0644199978406,117.52972953151667,7,1,13
443,0.0,0.0,0.0,1657914.7528878925,0.0,1235.4200438834937,207.8808274120079,6,0,21
444,0.0,0.0,0.0,1092159.4727739438,0.0,1071.9243029637864,203.32841733959302,1,1,20
445,0.0,0.0,0.0,1999591.4564348783,0.0,1463.793634156367,364.79419043247174,2,1,5
446,0.0,0.0,0.0,1110712.726555719,0.0,748.8689553762401,137.27807240741427,1,1,1
447,0.0,0.0,0.0,901309.67224203,0.0,804.9549806186337,97.85889098553248,2,0,9
448,0.0,0.0,0.0,1244947.0175210233,0.0,991.0838466151765,170.44765018534872,10,1,8
449,0.0,0.0,0.0,1748920.852749959,0.0,1263.5254185600227,152.69908207855426,4,0,13
450,0.0,0.0,0.0,1062650.7765529882,0.0,823.253888886137,110.83706898004702,8,0,20
451,0.0,0.0,0.0,1341886.8067681314,0.0,1006.1914183704403,103.99215856097047,5,1,21
452,0.0,0.0,0.0,2229286.8485356485,0.0,1544.0788187837,239.48525867927316,10,1,14
453,0.0,0.0,0.0,1772749.7401755885,0.0,1354.681535264158,171.75999972252345,12,1,1
454,0.0,0.0,0.0,1151975.8512016772,0.0,850.2915212136536,129.0813799037684,4,1,18
455,0.0,0.0,0.0,886066.5315565222,0.0,884.8609083270002,185.6938467408614,6,1,21
456,0.0,0.0,0.0,1340070.4043894198,0.0,931.8102875570676,227.52495658161862,2,1,23
457,0.0,0.0,0.0,2212579.4200248155,0.0,1549.5168548259992,287.7561195462895,7,0,0
458,0.0,0.0,0.0,1409196.436694682,0.0,1093.4098977288368,155.75718463743513,3,1,17
459,0.0,0.0,0.0,1662932.2322463584,0.0,1309.4895497131984,267.4066725073972,3,0,9
460,0.0,0.0,0.0,876445.2166812837,0.0,895.4999614953852,357.4678083944757,5,1,19
461,0.0,0.0,0.0,1151846.7066824918,0.0,858.3298911417447,112.7142606415595,3,1,20
462,0.0,0.0,0.0,1205098.6398861213,0.0,910.7596129866869,99.41165970729188,10,0,6
463,0.0,0.0,0.0,1027808.3053088194,0.0,880.7347430799603,157.70274593478476,1,1,11
464,0.0,0.0,0.0,1331114.8675371767,0.0,1199.8449607449184,242.5644028478278,1,0,14
465,0.0,0.0,0.0,1222074.581216547,0.0,918.9661845960943,137.18363051324306,8,1,1
466,0.0,0.0,0.0,797353.1144860929,0.0,677.1818444023096,101.2557389856114,12,1,2
467,0.0,0.0,0.0,503128.27646930225,0.0,420.3731323918541,85.90527636343379,11,1,15
468,0.0,0.0,0.0,1514081.4117895965,0.0,1167.184454239139,115.05081795998976,6,1,14
469,0.0,0.0,0.0,853106.0025681868,0.0,761.2078935048928,108.24069793798199,5,1,17
470,0.0,0.0,0.0,828503.0756344541,0.0,622.3499057286257,95.16273537957464,4,1,10
471,0.0,0.0,0.0,1457528.08650878,0.0,993.5443965555427,188.39156671978188,1,1,18
472,0.0,0.0,0.0,1377721.9381977853,0.0,924.7692649103816,109.06453251265519,2,1,16
473,0.0,0.0,0.0,1098948.172597533,0.0,1045.8000300347267,145.00813901986658,5,1,19
474,0.0,0.0,0.0,2245199.0705048395,0.0,1232.3186008666382,224.3795907505716,3,1,22
475,0.0,0.0,0.0,675294.2181446467,0.0,567.4988481592455,45.44576238065308,12,0,22
476,0.0,0.0,0.0,743751.5331663184,0.0,582.1145490748302,89.33679413465846,11,0,17
477,0.0,0.0,0.0,1130563.891359482,0.0,1186.1945738665672,237.6132812775262,10,1,5
478,0.0,0.0,0.0,853429.1898380127,0.0,630.0987628199248,67.98606265214364,10,1,0
479,0.0,0.0,0.0,1228520.558527371,0.0,1044.6689958749453,153.84652067841375,4,1,16
480,0.0,0.0,0.0,1557396.7041746916,0.0,1172.8970319260384,288.6081068902537,9,1,15
481,0.0,0.0,0.0,1247956.8219321144,0.0,1085.824993067333,101.78342566975918,9,0,13
482,0.0,0.0,0.0,819443.5329685692,0.0,687.228464540128,102.88338240378049,6,1,1
483,0.0,0.0,0.0,565121.6252318043,0.0,379.6626376933133,53.04858979406844,11,0,15
484,0.0,0.0,0.0,1200902.5826420623,0.0,920.2862846042192,145.89463380760589,9,1,8
485,0.0,0.0,0.0,911706.7026317985,0.0,869.7609241004213,102.80330680080061,12,1,20
486,0.0,0.0,0.0,1039959.788265725,0.0,841.8632076526554,214.83160896442982,3,1,4
487,0.0,0.0,0.0,687815.2222519033,0.0,447.0759019230868,68.4034818556504,10,1,18
488,0.0,0.0,0.0,1253114.4414253987,0.0,886.2268087539583,167.03152584523875,6,0,10
489,0.0,0.0,0.0,980182.8638497607,0.0,751.671457959833,85.44685453824432,1,0,9
490,0.0,0.0,0.0,907267.4231078203,0.0,1111.4429735171132,353.23491925668685,11,1,15
491,0.0,0.0,0.0,1910847.7362821302,0.0,2042.1505810276806,529.4474255151598,10,0,19
492,0.0,0.0,0.0,1726599.8746855515,0.0,1128.972874573331,314.0270087133537,6,1,9
493,0.0,0.0,0.0,1154428.6500143586,0.0,868.8935057731047,181.13968350178362,5,1,7
494,0.0,0.0,0.0,1408857.9700632687,0.0,1133.8252965357456,272.9381221938071,6,0,4
495,0.0,0.0,0.0,799735.5158322412,0.0,841.5988505451566,196.12133673303106,7,0,11
496,0.0,0.0,0.0,2419279.545246336,0.0,2230.203897391771,381.14396094418413,1,0,23
