#Num,collapses/collapsed,reconstruction/irreparable,reconstruction/cost_impractical,reconstruction/cost,reconstruction/time_impractical,reconstruction/time-sequential,reconstruction/time-parallel,event_time/month,event_time/weekday?,event_time/hour
162,0.0,0.0,0.0,696457.5903570225,0.0,707.0421749742303,158.55253289519106,3,1,20
163,0.0,0.0,0.0,1729638.8274726886,0.0,1231.2046574959736,232.9360437182407,4,1,11
164,0.0,0.0,0.0,1223763.7626110949,0.0,807.8679080917605,152.25942471583318,7,1,1
165,0.0,0.0,0.0,1165943.3086100274,0.0,930.202383498137,163.06956992513105,12,1,17
166,0.0,0.0,0.0,1121214.6067718845,0.0,1055.5904125437478,162.50279278653974,11,1,13
167,0.0,0.0,0.0,1024565.5687867443,0.0,679.4013633790998,70.16021827835603,9,1,9
168,0.0,0.0,0.0,757293.1676944562,0.0,511.8273455361805,73.06182542786642,4,1,12
169,0.0,0.0,0.0,1127787.7805111345,0.0,880.9674568281762,146.70710487598396,1,1,3
170,0.0,0.0,0.0,1317859.5264016048,0.0,1033.4801571386938,183.3979623774623,4,1,11
171,0.0,0.0,0.0,1283469.0831048123,0.0,1032.4949247996701,123.99212607630305,6,0,9
172,0.0,0.0,0.0,1167489.8657962994,0.0,1073.1811448071462,310.54304177598954,10,1,16
173,0.0,0.0,0.0,1351720.715368099,0.0,1435.1560692043904,300.0831098784618,9,1,2
174,0.0,0.0,0.0,2902587.3266383847,0.0,1204.932153289667,174.3143181035429,6,1,21
175,0.0,0.0,0.0,1324437.3239173861,0.0,1207.3286827717725,116.40625789766987,8,1,10
176,0.0,0.0,0.0,1580769.9452149232,0.0,1328.3336675504722,516.9591521706654,9,1,1
177,0.0,0.0,0.0,758220.2219639726,0.0,549.8310111294749,61.630551950350586,2,1,5
178,0.0,0.0,0.0,1509892.8122552703,0.0,1197.1614016774045,179.64008017587435,6,0,13
179,0.0,0.0,0.0,1023471.0003188476,0.0,1004.7321120040262,173.32755816155168,12,0,20
180,0.0,0.0,0.0,1400360.3095054622,0.0,1199.4857412854085,194.98801146334372,5,0,15
181,0.0,0.0,0.0,1267052.5770545388,0.0,941.4595173395899,99.07005930188319,12,1,15
182,0.0,0.0,0.0,910337.6261716448,0.0,826.2348924036844,135.3570019560037,6,1,2
183,0.0,0.0,0.0,1185774.5775601212,0.0,976.5237703309454,156.40785629783534,2,0,16
184,0.0,0.0,0.0,785819.6429836575,0.0,559.9098527225422,54.294458833314586,8,1,15
185,0.0,0.0,0.0,1075912.6069050063,0.0,918.8317923954241,164.74831410083803,3,1,17
186,0.0,0.0,0.0,515748.4010943548,0.0,464.942980068205,56.99420152788943,4,1,15
187,0.0,0.0,0.0,856091.2114428045,0.0,737.7657487578001,135.65481218153133,8,1,21
188,0.0,0.0,0.0,995258.9911222314,0.0,816.2882052132072,176.22216482342424,1,1,18
189,0.0,0.0,0.0,737580.8665897653,0.0,611.9478159473285,102.23772087316142,4,1,7
190,0.0,0.0,0.0,1556329.7635011645,0.0,1262.9154848704711,229.85914225107598,5,0,5
191,0.0,0.0,0.0,1126211.7385474057,0.0,1007.0565992080126,117.0748079585494,1,1,13
192,0.0,0.0,0.0,993278.523527323,0.0,1018.1743075291425,173.05354027110297,6,1,15
193,0.0,0.0,0.0,1240976.947612108,0.0,1158.6443437604933,303.0908360413312,2,1,19
194,0.0,0.0,0.0,1072202.4841996857,0.0,1141.5253100404325,327.1369557008873,3,1,22
195,0.0,0.0,0.0,1595601.9589324442,0.0,1124.5727888577794,167.2199192205152,5,1,3
196,0.0,0.0,0.0,1117055.749101118,0.0,891.8741961159207,142.22883128321442,6,1,0
197,0.0,0.0,0.0,1383129.4666269948,0.0,1001.1385716463473,86.39741428890648,2,1,8
198,0.0,0.0,0.0,1669144.1684812622,0.0,1396.500127213437,290.8314891066567,7,1,1
199,0.0,0.0,0.0,956136.9779205471,0.0,924.3543859086478,140.21120369124975,4,1,6
200,0.0,0.0,0.0,1132915.7556029873,0.0,912.1569981689503,216.1109186580341,6,0,23
201,0.0,0.0,0.0,982814.8047880809,0.0,929.290146370525,226.964463888373,4,0,19
202,0.0,0.0,0.0,1455706.1812044303,0.0,1123.4339291670258,125.90957260521819,10,1,15
203,0.0,0.0,0.0,896808.7944601096,0.0,540.342618098982,87.52003644343867,5,1,19
204,0.0,0.0,0.0,1267109.1843251176,0.0,804.5660039912724,141.15461735457845,11,1,17
205,0.0,0.0,0.0,1173156.5629614724,0.0,970.7399248395578,125.99650108120012,1,1,0
206,0.0,0.0,0.0,1439105.7474765943,0.0,1223.2868298900758,168.97121934642976,4,1,2
207,0.0,0.0,0.0,1147166.8369916435,0.0,710.0969611444464,228.7823752771001,11,1,1
208,0.0,0.0,0.0,1059143.8472668142,0.0,869.9911126581021,195.68745567670862,9,1,16
209,0.0,0.0,0.0,1143854.515561932,0.0,916.7737209197513,123.13110728096918,2,1,16
210,0.0,0.0,0.0,2232851.674852933,0.0,1210.1872663796235,273.1980174639761,11,1,2
211,0.0,0.0,0.0,636390.5511754948,0.0,526.4639534734746,124.5355009018699,10,1,17
